Provider,PotentialFraud,Fraud,InpatientClaimCount,AvgInpatientReimbursement,TotalInpatientReimbursement,AvgInpatientDeductible,AvgLengthOfStay,OutpatientClaimCount,AvgOutpatientReimbursement,TotalOutpatientReimbursement,AvgOutpatientDeductible,TotalClaimCount,TotalReimbursement,InpatientToOutpatientRatio
PRV52184,No,0,0,0.0,0.0,0.0,0.0,21,140.95238095238096,2960.0,0.0,21,2960.0,0.0
PRV52185,No,0,0,0.0,0.0,0.0,0.0,68,228.08823529411765,15510.0,3.3823529411764706,68,15510.0,0.0
PRV52186,No,0,0,0.0,0.0,0.0,0.0,41,174.6341463414634,7160.0,2.682926829268293,41,7160.0,0.0
PRV52187,No,0,0,0.0,0.0,0.0,0.0,27,275.55555555555554,7440.0,0.0,27,7440.0,0.0
PRV52188,No,0,14,11785.714285714286,165000.0,1068.0,6.571428571428571,19,320.0,6080.0,2.1052631578947367,33,171080.0,0.7368421052631579
PRV52189,No,0,0,0.0,0.0,0.0,0.0,23,256.0869565217391,5890.0,2.608695652173913,23,5890.0,0.0
PRV52191,No,0,0,0.0,0.0,0.0,0.0,28,308.57142857142856,8640.0,0.0,28,8640.0,0.0
PRV52192,No,0,6,8166.666666666667,49000.0,1068.0,4.333333333333333,26,117.6923076923077,3060.0,0.0,32,52060.0,0.23076923076923078
PRV52193,No,0,0,0.0,0.0,0.0,0.0,153,187.05882352941177,28620.0,4.967320261437909,153,28620.0,0.0
PRV52195,Yes,1,10,12000.0,120000.0,1068.0,6.5,0,0.0,0.0,0.0,10,120000.0,10.0
PRV52196,No,0,0,0.0,0.0,0.0,0.0,6,451.6666666666667,2710.0,0.0,6,2710.0,0.0
PRV52197,No,0,10,11400.0,114000.0,1068.0,7.7,0,0.0,0.0,0.0,10,114000.0,10.0
PRV52199,No,0,0,0.0,0.0,0.0,0.0,10,108.0,1080.0,8.0,10,1080.0,0.0
PRV52200,No,0,0,0.0,0.0,0.0,0.0,1,40.0,40.0,0.0,1,40.0,0.0
PRV52201,No,0,0,0.0,0.0,0.0,0.0,9,50.0,450.0,0.0,9,450.0,0.0
PRV52202,No,0,0,0.0,0.0,0.0,0.0,50,164.0,8200.0,0.0,50,8200.0,0.0
PRV52204,No,0,0,0.0,0.0,0.0,0.0,9,287.77777777777777,2590.0,0.0,9,2590.0,0.0
PRV52205,No,0,0,0.0,0.0,0.0,0.0,2,560.0,1120.0,0.0,2,1120.0,0.0
PRV52206,No,0,0,0.0,0.0,0.0,0.0,5,362.0,1810.0,0.0,5,1810.0,0.0
PRV52208,No,0,0,0.0,0.0,0.0,0.0,13,350.7692307692308,4560.0,3.8461538461538463,13,4560.0,0.0
PRV52209,No,0,0,0.0,0.0,0.0,0.0,8,620.0,4960.0,0.0,8,4960.0,0.0
PRV52211,No,0,0,0.0,0.0,0.0,0.0,130,206.6153846153846,26860.0,0.7692307692307693,130,26860.0,0.0
PRV52212,No,0,0,0.0,0.0,0.0,0.0,64,206.5625,13220.0,0.78125,64,13220.0,0.0
PRV52213,No,0,0,0.0,0.0,0.0,0.0,7,84.28571428571429,590.0,0.0,7,590.0,0.0
PRV52214,No,0,0,0.0,0.0,0.0,0.0,47,269.78723404255317,12680.0,5.531914893617022,47,12680.0,0.0
PRV52216,No,0,0,0.0,0.0,0.0,0.0,15,329.3333333333333,4940.0,9.333333333333334,15,4940.0,0.0
PRV52217,No,0,0,0.0,0.0,0.0,0.0,5,104.0,520.0,0.0,5,520.0,0.0
PRV52218,No,0,0,0.0,0.0,0.0,0.0,8,207.5,1660.0,0.0,8,1660.0,0.0
PRV52219,No,0,0,0.0,0.0,0.0,0.0,4,695.0,2780.0,0.0,4,2780.0,0.0
PRV52220,No,0,0,0.0,0.0,0.0,0.0,12,183.33333333333334,2200.0,0.0,12,2200.0,0.0
PRV52221,No,0,0,0.0,0.0,0.0,0.0,1,10.0,10.0,0.0,1,10.0,0.0
PRV52222,No,0,0,0.0,0.0,0.0,0.0,54,313.3333333333333,16920.0,1.1111111111111112,54,16920.0,0.0
PRV52224,No,0,0,0.0,0.0,0.0,0.0,41,246.34146341463415,10100.0,2.4390243902439024,41,10100.0,0.0
PRV52225,No,0,0,0.0,0.0,0.0,0.0,6,140.0,840.0,16.666666666666668,6,840.0,0.0
PRV52226,No,0,0,0.0,0.0,0.0,0.0,2,50.0,100.0,0.0,2,100.0,0.0
PRV52227,No,0,0,0.0,0.0,0.0,0.0,7,794.2857142857143,5560.0,14.285714285714286,7,5560.0,0.0
PRV52228,No,0,0,0.0,0.0,0.0,0.0,8,300.0,2400.0,0.0,8,2400.0,0.0
PRV52229,No,0,0,0.0,0.0,0.0,0.0,11,33.63636363636363,370.0,5.454545454545454,11,370.0,0.0
PRV52230,No,0,0,0.0,0.0,0.0,0.0,43,351.16279069767444,15100.0,0.0,43,15100.0,0.0
PRV52231,No,0,0,0.0,0.0,0.0,0.0,6,663.3333333333334,3980.0,16.666666666666668,6,3980.0,0.0
PRV52232,No,0,0,0.0,0.0,0.0,0.0,4,160.0,640.0,25.0,4,640.0,0.0
PRV52233,No,0,0,0.0,0.0,0.0,0.0,216,294.1666666666667,63540.0,1.9907407407407407,216,63540.0,0.0
PRV52235,No,0,0,0.0,0.0,0.0,0.0,2,485.0,970.0,0.0,2,970.0,0.0
PRV52236,No,0,0,0.0,0.0,0.0,0.0,14,412.85714285714283,5780.0,0.0,14,5780.0,0.0
PRV52237,No,0,0,0.0,0.0,0.0,0.0,38,194.73684210526315,7400.0,7.105263157894737,38,7400.0,0.0
PRV52238,No,0,0,0.0,0.0,0.0,0.0,11,139.0909090909091,1530.0,0.0,11,1530.0,0.0
PRV52240,No,0,0,0.0,0.0,0.0,0.0,62,406.7741935483871,25220.0,0.4838709677419355,62,25220.0,0.0
PRV52241,No,0,0,0.0,0.0,0.0,0.0,23,247.3913043478261,5690.0,0.0,23,5690.0,0.0
PRV52242,No,0,0,0.0,0.0,0.0,0.0,31,438.7096774193548,13600.0,5.483870967741935,31,13600.0,0.0
PRV52246,No,0,0,0.0,0.0,0.0,0.0,67,395.67164179104475,26510.0,1.492537313432836,67,26510.0,0.0
PRV52247,No,0,0,0.0,0.0,0.0,0.0,49,222.24489795918367,10890.0,1.6326530612244898,49,10890.0,0.0
PRV52248,No,0,0,0.0,0.0,0.0,0.0,24,531.25,12750.0,4.583333333333333,24,12750.0,0.0
PRV52249,No,0,0,0.0,0.0,0.0,0.0,47,542.1276595744681,25480.0,1.702127659574468,47,25480.0,0.0
PRV52251,No,0,0,0.0,0.0,0.0,0.0,4,67.5,270.0,0.0,4,270.0,0.0
PRV52252,No,0,0,0.0,0.0,0.0,0.0,26,81.92307692307692,2130.0,2.6923076923076925,26,2130.0,0.0
PRV52253,No,0,0,0.0,0.0,0.0,0.0,1,80.0,80.0,0.0,1,80.0,0.0
PRV52254,No,0,0,0.0,0.0,0.0,0.0,31,127.74193548387096,3960.0,1.6129032258064515,31,3960.0,0.0
PRV52255,No,0,0,0.0,0.0,0.0,0.0,10,72.0,720.0,0.0,10,720.0,0.0
PRV52256,No,0,0,0.0,0.0,0.0,0.0,1,50.0,50.0,0.0,1,50.0,0.0
PRV52257,No,0,0,0.0,0.0,0.0,0.0,15,296.0,4440.0,0.0,15,4440.0,0.0
PRV52260,No,0,0,0.0,0.0,0.0,0.0,63,204.44444444444446,12880.0,0.7936507936507936,63,12880.0,0.0
PRV52261,No,0,0,0.0,0.0,0.0,0.0,1,200.0,200.0,0.0,1,200.0,0.0
PRV52262,No,0,0,0.0,0.0,0.0,0.0,112,248.57142857142858,27840.0,1.25,112,27840.0,0.0
PRV52263,No,0,0,0.0,0.0,0.0,0.0,3,210.0,630.0,0.0,3,630.0,0.0
PRV52264,No,0,0,0.0,0.0,0.0,0.0,25,176.8,4420.0,0.8,25,4420.0,0.0
PRV52265,No,0,30,8666.666666666666,260000.0,1068.0,4.733333333333333,0,0.0,0.0,0.0,30,260000.0,30.0
PRV52266,No,0,37,12443.243243243243,460400.0,1068.0,7.702702702702703,0,0.0,0.0,0.0,37,460400.0,37.0
PRV52267,No,0,10,7890.0,78900.0,1068.0,4.9,0,0.0,0.0,0.0,10,78900.0,10.0
PRV52271,No,0,0,0.0,0.0,0.0,0.0,19,197.89473684210526,3760.0,2.6315789473684212,19,3760.0,0.0
PRV52272,No,0,0,0.0,0.0,0.0,0.0,8,526.25,4210.0,0.0,8,4210.0,0.0
PRV52273,No,0,0,0.0,0.0,0.0,0.0,11,398.1818181818182,4380.0,3.6363636363636362,11,4380.0,0.0
PRV52274,No,0,0,0.0,0.0,0.0,0.0,38,205.26315789473685,7800.0,0.2631578947368421,38,7800.0,0.0
PRV52275,No,0,0,0.0,0.0,0.0,0.0,101,269.5049504950495,27220.0,2.6732673267326734,101,27220.0,0.0
PRV52276,No,0,0,0.0,0.0,0.0,0.0,68,261.02941176470586,17750.0,4.852941176470588,68,17750.0,0.0
PRV52278,No,0,16,14687.5,235000.0,1068.0,5.6875,0,0.0,0.0,0.0,16,235000.0,16.0
PRV52279,No,0,80,9600.0,768000.0,1068.0,5.7125,1,300.0,300.0,0.0,81,768300.0,80.0
PRV52280,Yes,1,40,9550.0,382000.0,1068.0,7.45,0,0.0,0.0,0.0,40,382000.0,40.0
PRV52281,No,0,40,10125.0,405000.0,1068.0,4.875,0,0.0,0.0,0.0,40,405000.0,40.0
PRV52282,No,0,6,12833.333333333334,77000.0,1068.0,6.0,0,0.0,0.0,0.0,6,77000.0,6.0
PRV52283,Yes,1,66,9010.60606060606,594700.0,1068.0,4.9393939393939394,0,0.0,0.0,0.0,66,594700.0,66.0
PRV52284,No,0,0,0.0,0.0,0.0,0.0,39,136.4102564102564,5320.0,4.615384615384615,39,5320.0,0.0
PRV52285,No,0,18,7777.777777777777,140000.0,1068.0,6.222222222222222,0,0.0,0.0,0.0,18,140000.0,18.0
PRV52286,No,0,5,18000.0,90000.0,1068.0,3.4,0,0.0,0.0,0.0,5,90000.0,5.0
PRV52288,No,0,0,0.0,0.0,0.0,0.0,13,216.15384615384616,2810.0,0.0,13,2810.0,0.0
PRV52289,No,0,4,4500.0,18000.0,1068.0,3.25,0,0.0,0.0,0.0,4,18000.0,4.0
PRV52290,No,0,9,7000.0,63000.0,1068.0,3.4444444444444446,0,0.0,0.0,0.0,9,63000.0,9.0
PRV52291,No,0,17,7529.411764705882,128000.0,1068.0,4.647058823529412,1,0.0,0.0,0.0,18,128000.0,17.0
PRV52292,Yes,1,24,11958.333333333334,287000.0,1068.0,7.5,0,0.0,0.0,0.0,24,287000.0,24.0
PRV52293,No,0,0,0.0,0.0,0.0,0.0,7,595.7142857142857,4170.0,0.0,7,4170.0,0.0
PRV52294,No,0,7,7714.285714285715,54000.0,1068.0,4.571428571428571,0,0.0,0.0,0.0,7,54000.0,7.0
PRV52295,No,0,4,4000.0,16000.0,1068.0,6.5,0,0.0,0.0,0.0,4,16000.0,4.0
PRV52296,No,0,2,6000.0,12000.0,1068.0,3.5,0,0.0,0.0,0.0,2,12000.0,2.0
PRV52298,No,0,9,10333.333333333334,93000.0,1068.0,3.2222222222222223,209,288.51674641148327,60300.0,2.15311004784689,218,153300.0,0.0430622009569378
PRV52299,No,0,0,0.0,0.0,0.0,0.0,601,261.46422628951746,157140.0,2.4459234608985025,601,157140.0,0.0
PRV52300,No,0,3,18333.333333333332,55000.0,1068.0,5.666666666666667,18,231.11111111111111,4160.0,1.1111111111111112,21,59160.0,0.16666666666666666
PRV52302,No,0,11,11545.454545454546,127000.0,1068.0,5.818181818181818,35,265.14285714285717,9280.0,0.0,46,136280.0,0.3142857142857143
PRV52303,No,0,23,11217.391304347826,258000.0,1068.0,4.304347826086956,369,242.1138211382114,89340.0,3.116531165311653,392,347340.0,0.06233062330623306
PRV52304,No,0,0,0.0,0.0,0.0,0.0,184,343.04347826086956,63120.0,4.293478260869565,184,63120.0,0.0
PRV52306,No,0,0,0.0,0.0,0.0,0.0,15,468.6666666666667,7030.0,0.0,15,7030.0,0.0
PRV52307,Yes,1,52,14596.153846153846,759000.0,1068.0,5.711538461538462,122,298.8524590163934,36460.0,2.9508196721311477,174,795460.0,0.4262295081967213
PRV52308,Yes,1,40,9117.5,364700.0,1068.0,4.8,47,214.04255319148936,10060.0,2.5531914893617023,87,374760.0,0.851063829787234
PRV52309,No,0,0,0.0,0.0,0.0,0.0,170,266.70588235294116,45340.0,1.2352941176470589,170,45340.0,0.0
PRV52310,No,0,0,0.0,0.0,0.0,0.0,454,235.2202643171806,106790.0,3.303964757709251,454,106790.0,0.0
PRV52311,No,0,0,0.0,0.0,0.0,0.0,28,277.5,7770.0,0.0,28,7770.0,0.0
PRV52312,No,0,0,0.0,0.0,0.0,0.0,214,372.94392523364485,79810.0,2.5700934579439254,214,79810.0,0.0
PRV52313,No,0,0,0.0,0.0,0.0,0.0,504,291.07142857142856,146700.0,2.9365079365079363,504,146700.0,0.0
PRV52314,No,0,40,10300.0,412000.0,1068.0,5.825,183,235.95628415300547,43180.0,2.7868852459016393,223,455180.0,0.2185792349726776
PRV52315,No,0,5,8000.0,40000.0,1068.0,8.8,80,274.125,21930.0,1.75,85,61930.0,0.0625
PRV52317,No,0,2,12000.0,24000.0,1068.0,4.0,23,199.56521739130434,4590.0,9.130434782608695,25,28590.0,0.08695652173913043
PRV52318,No,0,0,0.0,0.0,0.0,0.0,39,256.4102564102564,10000.0,2.8205128205128207,39,10000.0,0.0
PRV52319,No,0,0,0.0,0.0,0.0,0.0,30,258.0,7740.0,2.0,30,7740.0,0.0
PRV52320,Yes,1,69,11536.231884057972,796000.0,1068.0,5.797101449275362,297,263.2996632996633,78200.0,2.0202020202020203,366,874200.0,0.23232323232323232
PRV52321,Yes,1,33,11121.212121212122,367000.0,1068.0,5.515151515151516,117,198.54700854700855,23230.0,1.0256410256410255,150,390230.0,0.28205128205128205
PRV52323,No,0,0,0.0,0.0,0.0,0.0,190,261.94736842105266,49770.0,2.3157894736842106,190,49770.0,0.0
PRV52325,Yes,1,27,9477.777777777777,255900.0,1068.0,6.555555555555555,103,251.45631067961165,25900.0,1.7475728155339805,130,281800.0,0.2621359223300971
PRV52326,No,0,8,8250.0,66000.0,1068.0,2.75,6,795.0,4770.0,0.0,14,70770.0,1.3333333333333333
PRV52328,No,0,0,0.0,0.0,0.0,0.0,35,558.8571428571429,19560.0,2.2857142857142856,35,19560.0,0.0
PRV52331,No,0,8,6375.0,51000.0,1068.0,6.0,52,258.2692307692308,13430.0,4.615384615384615,60,64430.0,0.15384615384615385
PRV52332,No,0,0,0.0,0.0,0.0,0.0,64,322.65625,20650.0,3.59375,64,20650.0,0.0
PRV52334,No,0,8,11625.0,93000.0,1068.0,4.75,59,355.59322033898303,20980.0,0.3389830508474576,67,113980.0,0.13559322033898305
PRV52335,No,0,2,13000.0,26000.0,1068.0,5.5,240,349.4583333333333,83870.0,1.6666666666666667,242,109870.0,0.008333333333333333
PRV52336,No,0,0,0.0,0.0,0.0,0.0,86,313.48837209302326,26960.0,4.3023255813953485,86,26960.0,0.0
PRV52337,Yes,1,0,0.0,0.0,0.0,0.0,773,266.22250970245796,205790.0,2.4579560155239326,773,205790.0,0.0
PRV52340,Yes,1,217,9398.15668202765,2039400.0,1068.0,5.594470046082949,1519,305.9447004608295,464730.0,2.9163923633969717,1736,2504130.0,0.14285714285714285
PRV52341,No,0,0,0.0,0.0,0.0,0.0,135,336.6666666666667,45450.0,2.0,135,45450.0,0.0
PRV52342,No,0,51,11705.882352941177,597000.0,1068.0,6.607843137254902,167,330.47904191616766,55190.0,2.874251497005988,218,652190.0,0.30538922155688625
PRV52343,Yes,1,41,9809.756097560976,402200.0,1068.0,5.341463414634147,219,354.52054794520546,77640.0,3.6073059360730593,260,479840.0,0.1872146118721461
PRV52344,No,0,21,11095.238095238095,233000.0,1068.0,3.9047619047619047,107,216.3551401869159,23150.0,4.859813084112149,128,256150.0,0.19626168224299065
PRV52346,No,0,19,10578.947368421053,201000.0,1068.0,5.052631578947368,49,337.55102040816325,16540.0,4.6938775510204085,68,217540.0,0.3877551020408163
PRV52347,Yes,1,50,12528.0,626400.0,1068.0,5.08,347,255.5907780979827,88690.0,4.438040345821325,397,715090.0,0.1440922190201729
PRV52348,No,0,9,9444.444444444445,85000.0,1068.0,7.333333333333333,58,306.7241379310345,17790.0,4.482758620689655,67,102790.0,0.15517241379310345
PRV52349,No,0,0,0.0,0.0,0.0,0.0,99,206.16161616161617,20410.0,1.9191919191919191,99,20410.0,0.0
PRV52350,No,0,7,4285.714285714285,30000.0,1068.0,3.7142857142857144,33,262.42424242424244,8660.0,5.454545454545454,40,38660.0,0.21212121212121213
PRV52351,No,0,0,0.0,0.0,0.0,0.0,425,244.0,103700.0,3.388235294117647,425,103700.0,0.0
PRV52352,No,0,0,0.0,0.0,0.0,0.0,32,301.875,9660.0,1.5625,32,9660.0,0.0
PRV52353,No,0,6,23333.333333333332,140000.0,1068.0,7.333333333333333,42,248.0952380952381,10420.0,0.7142857142857143,48,150420.0,0.14285714285714285
PRV52354,No,0,0,0.0,0.0,0.0,0.0,66,293.93939393939394,19400.0,5.0,66,19400.0,0.0
PRV52355,No,0,0,0.0,0.0,0.0,0.0,63,383.6507936507937,24170.0,6.349206349206349,63,24170.0,0.0
PRV52356,No,0,0,0.0,0.0,0.0,0.0,98,228.0612244897959,22350.0,3.061224489795918,98,22350.0,0.0
PRV52357,No,0,8,8625.0,69000.0,1068.0,5.625,97,307.5257731958763,29830.0,2.268041237113402,105,98830.0,0.08247422680412371
PRV52358,No,0,0,0.0,0.0,0.0,0.0,18,287.77777777777777,5180.0,5.555555555555555,18,5180.0,0.0
PRV52359,No,0,42,9833.333333333334,413000.0,1068.0,4.976190476190476,65,206.6153846153846,13430.0,4.461538461538462,107,426430.0,0.6461538461538462
PRV52361,No,0,0,0.0,0.0,0.0,0.0,158,279.9367088607595,44230.0,6.772151898734177,158,44230.0,0.0
PRV52362,No,0,9,10033.333333333334,90300.0,1068.0,6.222222222222222,145,243.6551724137931,35330.0,3.586206896551724,154,125630.0,0.06206896551724138
PRV52365,No,0,0,0.0,0.0,0.0,0.0,739,273.51826792963465,202130.0,3.044654939106901,739,202130.0,0.0
PRV52366,No,0,25,9052.0,226300.0,1068.0,4.36,191,285.75916230366494,54580.0,2.5654450261780104,216,280880.0,0.13089005235602094
PRV52367,No,0,4,14750.0,59000.0,1068.0,6.75,293,333.1740614334471,97620.0,1.7064846416382253,297,156620.0,0.013651877133105802
PRV52369,No,0,0,0.0,0.0,0.0,0.0,547,299.41499085923215,163780.0,3.0895795246800732,547,163780.0,0.0
PRV52371,No,0,0,0.0,0.0,0.0,0.0,72,241.25,17370.0,7.083333333333333,72,17370.0,0.0
PRV52372,No,0,27,9925.925925925925,268000.0,1068.0,6.0,97,247.83505154639175,24040.0,1.3402061855670102,124,292040.0,0.27835051546391754
PRV52373,No,0,3,12666.666666666666,38000.0,1068.0,3.6666666666666665,20,285.5,5710.0,0.0,23,43710.0,0.15
PRV52374,No,0,0,0.0,0.0,0.0,0.0,228,301.6666666666667,68780.0,3.9035087719298245,228,68780.0,0.0
PRV52377,No,0,0,0.0,0.0,0.0,0.0,44,311.3636363636364,13700.0,1.5909090909090908,44,13700.0,0.0
PRV52378,No,0,3,3666.6666666666665,11000.0,1068.0,11.0,9,102.22222222222223,920.0,0.0,12,11920.0,0.3333333333333333
PRV52380,No,0,0,0.0,0.0,0.0,0.0,4,70.0,280.0,0.0,4,280.0,0.0
PRV52381,No,0,0,0.0,0.0,0.0,0.0,80,418.25,33460.0,2.875,80,33460.0,0.0
PRV52383,Yes,1,0,0.0,0.0,0.0,0.0,74,210.0,15540.0,2.1621621621621623,74,15540.0,0.0
PRV52384,No,0,0,0.0,0.0,0.0,0.0,33,238.78787878787878,7880.0,12.727272727272727,33,7880.0,0.0
PRV52385,No,0,0,0.0,0.0,0.0,0.0,22,324.54545454545456,7140.0,2.727272727272727,22,7140.0,0.0
PRV52386,No,0,0,0.0,0.0,0.0,0.0,237,233.33333333333334,55300.0,3.5443037974683542,237,55300.0,0.0
PRV52387,No,0,13,8153.846153846154,106000.0,1068.0,4.769230769230769,50,314.8,15740.0,1.2,63,121740.0,0.26
PRV52389,No,0,0,0.0,0.0,0.0,0.0,171,261.34502923976606,44690.0,2.456140350877193,171,44690.0,0.0
PRV52390,No,0,0,0.0,0.0,0.0,0.0,36,177.77777777777777,6400.0,3.611111111111111,36,6400.0,0.0
PRV52391,No,0,0,0.0,0.0,0.0,0.0,22,410.45454545454544,9030.0,9.090909090909092,22,9030.0,0.0
PRV52392,No,0,5,10000.0,50000.0,1068.0,6.6,122,294.91803278688525,35980.0,1.8032786885245902,127,85980.0,0.040983606557377046
PRV52393,No,0,16,11125.0,178000.0,1068.0,8.875,75,259.06666666666666,19430.0,2.4,91,197430.0,0.21333333333333335
PRV52394,No,0,3,5333.333333333333,16000.0,1068.0,7.0,115,343.7391304347826,39530.0,4.782608695652174,118,55530.0,0.02608695652173913
PRV52395,No,0,0,0.0,0.0,0.0,0.0,912,294.3311403508772,268430.0,3.3771929824561404,912,268430.0,0.0
PRV52396,Yes,1,17,8705.882352941177,148000.0,1068.0,6.0,23,360.8695652173913,8300.0,0.0,40,156300.0,0.7391304347826086
PRV52397,No,0,0,0.0,0.0,0.0,0.0,8,126.25,1010.0,8.75,8,1010.0,0.0
PRV52398,No,0,12,15666.666666666666,188000.0,1068.0,5.416666666666667,36,274.72222222222223,9890.0,3.3333333333333335,48,197890.0,0.3333333333333333
PRV52399,No,0,0,0.0,0.0,0.0,0.0,434,273.7327188940092,118800.0,2.6497695852534564,434,118800.0,0.0
PRV52400,No,0,0,0.0,0.0,0.0,0.0,231,280.12987012987014,64710.0,2.207792207792208,231,64710.0,0.0
PRV52401,No,0,4,12750.0,51000.0,1068.0,4.25,137,200.0,27400.0,5.328467153284672,141,78400.0,0.029197080291970802
PRV52402,No,0,56,9410.714285714286,527000.0,1068.0,5.553571428571429,152,277.10526315789474,42120.0,2.8289473684210527,208,569120.0,0.3684210526315789
PRV52403,No,0,2,6500.0,13000.0,1068.0,4.0,214,232.52336448598132,49760.0,2.2429906542056073,216,62760.0,0.009345794392523364
PRV52404,No,0,7,8428.57142857143,59000.0,1068.0,7.428571428571429,20,80.5,1610.0,8.0,27,60610.0,0.35
PRV52405,No,0,22,7681.818181818182,169000.0,1068.0,4.0,67,299.55223880597015,20070.0,1.6417910447761195,89,189070.0,0.3283582089552239
PRV52406,No,0,0,0.0,0.0,0.0,0.0,63,213.015873015873,13420.0,2.0634920634920637,63,13420.0,0.0
PRV52407,No,0,0,0.0,0.0,0.0,0.0,43,371.3953488372093,15970.0,9.534883720930232,43,15970.0,0.0
PRV52408,No,0,0,0.0,0.0,0.0,0.0,29,147.24137931034483,4270.0,2.7586206896551726,29,4270.0,0.0
PRV52409,No,0,0,0.0,0.0,0.0,0.0,16,164.375,2630.0,6.25,16,2630.0,0.0
PRV52410,No,0,0,0.0,0.0,0.0,0.0,58,419.13793103448273,24310.0,0.0,58,24310.0,0.0
PRV52411,No,0,0,0.0,0.0,0.0,0.0,92,347.9347826086956,32010.0,4.565217391304348,92,32010.0,0.0
PRV52412,No,0,0,0.0,0.0,0.0,0.0,63,322.85714285714283,20340.0,1.1111111111111112,63,20340.0,0.0
PRV52414,No,0,0,0.0,0.0,0.0,0.0,132,330.3030303030303,43600.0,4.166666666666667,132,43600.0,0.0
PRV52415,No,0,0,0.0,0.0,0.0,0.0,41,182.9268292682927,7500.0,9.512195121951219,41,7500.0,0.0
PRV52416,No,0,0,0.0,0.0,0.0,0.0,42,229.76190476190476,9650.0,5.476190476190476,42,9650.0,0.0
PRV52417,No,0,0,0.0,0.0,0.0,0.0,20,210.5,4210.0,6.0,20,4210.0,0.0
PRV52418,No,0,0,0.0,0.0,0.0,0.0,35,220.85714285714286,7730.0,4.285714285714286,35,7730.0,0.0
PRV52419,No,0,5,13600.0,68000.0,1068.0,8.8,107,424.95327102803736,45470.0,2.5233644859813085,112,113470.0,0.04672897196261682
PRV52420,Yes,1,0,0.0,0.0,0.0,0.0,141,553.5460992907801,78050.0,0.7092198581560284,141,78050.0,0.0
PRV52421,No,0,0,0.0,0.0,0.0,0.0,95,353.1578947368421,33550.0,2.1052631578947367,95,33550.0,0.0
PRV52422,No,0,0,0.0,0.0,0.0,0.0,58,455.17241379310343,26400.0,5.172413793103448,58,26400.0,0.0
PRV52423,No,0,0,0.0,0.0,0.0,0.0,54,212.59259259259258,11480.0,3.3333333333333335,54,11480.0,0.0
PRV52425,No,0,0,0.0,0.0,0.0,0.0,23,155.2173913043478,3570.0,3.0434782608695654,23,3570.0,0.0
PRV52427,No,0,3,10000.0,30000.0,1068.0,3.0,16,428.125,6850.0,0.0,19,36850.0,0.1875
PRV52431,No,0,0,0.0,0.0,0.0,0.0,63,378.57142857142856,23850.0,2.380952380952381,63,23850.0,0.0
PRV52432,No,0,0,0.0,0.0,0.0,0.0,58,220.3448275862069,12780.0,3.793103448275862,58,12780.0,0.0
PRV52433,No,0,0,0.0,0.0,0.0,0.0,85,259.52941176470586,22060.0,2.0,85,22060.0,0.0
PRV52434,No,0,0,0.0,0.0,0.0,0.0,2,45.0,90.0,0.0,2,90.0,0.0
PRV52435,No,0,0,0.0,0.0,0.0,0.0,70,291.7142857142857,20420.0,5.428571428571429,70,20420.0,0.0
PRV52436,No,0,0,0.0,0.0,0.0,0.0,44,226.8181818181818,9980.0,1.3636363636363635,44,9980.0,0.0
PRV52437,No,0,0,0.0,0.0,0.0,0.0,43,256.9767441860465,11050.0,0.9302325581395349,43,11050.0,0.0
PRV52439,No,0,0,0.0,0.0,0.0,0.0,121,243.96694214876032,29520.0,2.644628099173554,121,29520.0,0.0
PRV52440,No,0,0,0.0,0.0,0.0,0.0,12,415.0,4980.0,16.666666666666668,12,4980.0,0.0
PRV52441,No,0,0,0.0,0.0,0.0,0.0,94,217.12765957446808,20410.0,7.127659574468085,94,20410.0,0.0
PRV52443,No,0,0,0.0,0.0,0.0,0.0,1,10.0,10.0,0.0,1,10.0,0.0
PRV52445,Yes,1,4,24750.0,99000.0,1068.0,10.25,0,0.0,0.0,0.0,4,99000.0,4.0
PRV52446,No,0,9,13777.777777777777,124000.0,1068.0,8.11111111111111,0,0.0,0.0,0.0,9,124000.0,9.0
PRV52448,No,0,0,0.0,0.0,0.0,0.0,2,85.0,170.0,0.0,2,170.0,0.0
PRV52449,No,0,6,21000.0,126000.0,1068.0,6.666666666666667,0,0.0,0.0,0.0,6,126000.0,6.0
PRV52450,No,0,0,0.0,0.0,0.0,0.0,298,273.6241610738255,81540.0,1.9798657718120805,298,81540.0,0.0
PRV52451,No,0,0,0.0,0.0,0.0,0.0,20,556.5,11130.0,1.0,20,11130.0,0.0
PRV52452,No,0,2,10000.0,20000.0,1068.0,5.5,272,248.71323529411765,67650.0,5.220588235294118,274,87650.0,0.007352941176470588
PRV52453,No,0,0,0.0,0.0,0.0,0.0,1,20.0,20.0,0.0,1,20.0,0.0
PRV52454,No,0,0,0.0,0.0,0.0,0.0,15,96.66666666666667,1450.0,6.0,15,1450.0,0.0
PRV52455,No,0,0,0.0,0.0,0.0,0.0,76,318.42105263157896,24200.0,3.6842105263157894,76,24200.0,0.0
PRV52456,No,0,0,0.0,0.0,0.0,0.0,7,195.71428571428572,1370.0,0.0,7,1370.0,0.0
PRV52457,No,0,9,13000.0,117000.0,1068.0,4.444444444444445,0,0.0,0.0,0.0,9,117000.0,9.0
PRV52458,No,0,1,27000.0,27000.0,1068.0,5.0,0,0.0,0.0,0.0,1,27000.0,1.0
PRV52459,No,0,49,10314.285714285714,505400.0,1068.0,5.387755102040816,0,0.0,0.0,0.0,49,505400.0,49.0
